player,comp,round,date,venue,opp,pos,min,type,assisted
messi,LaLiga,27,3/17/2007,A,Recr. Huelva  ,RW,86',Left-footed shot,
messi,LaLiga,28,3/31/2007,H,Dep. La Coruña  ,RW,45',Left-footed shot,Ronaldinho
messi,Copa del Rey,Semi-Finals,4/18/2007,H,Getafe,RW,29',Solo run,Xavi
messi,,,,,,,45',Left-footed shot,Deco
messi,LaLiga,35,5/20/2007,A,Atlético Madrid  ,RW,39',Left-footed shot,Samuel Eto'o
messi,,,,,,,80',Left-footed shot,Giovanni van Bronckhorst
messi,LaLiga,37,6/9/2007,H,Espanyol  ,RW,43',,Gianluca Zambrotta
messi,,,,,,,57',Right-footed shot,Deco
messi,LaLiga,38,6/17/2007,A,Gimnàstic  ,RW,34',Left-footed shot,Deco
messi,,,,,,,51',Left-footed shot,Deco
messi,Champions League,Group Stage,9/19/2007,H,Olympique Lyon,RW,82',Left-footed shot,Andrés Iniesta
messi,LaLiga,4,9/22/2007,H,Sevilla FC  ,RW,72',Left-footed shot,Thierry Henry
messi,,,,,,,79',Penalty,
messi,LaLiga,5,9/26/2007,H,Real Zaragoza  ,RW,5',Left-footed shot,Thierry Henry
messi,,,,,,,10',Left-footed shot,Deco
messi,LaLiga,6,9/29/2007,A,Levante  ,RW,50',Left-footed shot,Deco
messi,Champions League,Group Stage,10/2/2007,A,VfB Stuttgart,RW,66',Deflected shot on goal,Thierry Henry
messi,LaLiga,7,10/7/2007,H,Atlético Madrid  ,RW,19',Left-footed shot,Ronaldinho
messi,LaLiga,9,10/28/2007,H,UD Almería  ,RW,80',Penalty,
messi,Champions League,Group Stage,11/7/2007,H,Rangers,RW,41',Left-footed shot,Ronaldinho
messi,LaLiga,13,11/24/2007,H,Recr. Huelva  ,RW,81',Penalty,
messi,Champions League,Group Stage,11/27/2007,A,Olympique Lyon,RW,58',Penalty,
messi,Champions League,last 16,2/20/2008,A,Celtic,RW,18',Left-footed shot,Deco
messi,,,,,,,79',Left-footed shot,
messi,LaLiga,25,2/24/2008,H,Levante  ,RW,44',Left-footed shot,Xavi
messi,LaLiga,35,5/4/2008,H,Valencia  ,RW,5',Penalty,
messi,LaLiga,2,9/13/2008,H,Racing  ,RW,70',Penalty,
messi,LaLiga,3,9/21/2008,A,Sporting Gijón  ,RW,85',Left-footed shot,Andrés Iniesta
messi,,,,,,,89',Header,Xavi
messi,LaLiga,5,9/27/2008,A,Espanyol  ,RW,90',Penalty,
messi,Champions League,Group Stage,10/1/2008,A,Shakhtar D.,RW,87',Right-footed shot,Bojan Krkic
messi,,,,,,,90'+2,Left-footed shot,Xavi
messi,LaLiga,6,10/4/2008,H,Atlético Madrid  ,RW,8',Direct free kick,
messi,Champions League,Group Stage,10/22/2008,A,FC Basel,CF,4',Left-footed shot,Dani Alves
messi,LaLiga,9,11/1/2008,A,Málaga CF  ,RW,19',Left-footed shot,
messi,Champions League,Group Stage,11/4/2008,H,FC Basel,RW,61',Left-footed shot,Thierry Henry
messi,Copa del Rey,Fifth Round,11/12/2008,H,Benidorm CF,RW,86',Penalty rebound,
messi,LaLiga,11,11/16/2008,A,Recr. Huelva  ,RW,51',Left-footed shot,Xavi
messi,Champions League,Group Stage,11/26/2008,A,Sporting CP,RW,49',Left-footed shot,Dani Alves
messi,LaLiga,13,11/29/2008,A,Sevilla FC  ,RW,78',Left-footed shot,Xavi
messi,,,,,,,90'+2,Left-footed shot,Aleksandr Hleb
messi,LaLiga,15,12/13/2008,H,Real Madrid  ,RW,89',Left-footed shot,Thierry Henry
messi,Copa del Rey,Round of 16,1/6/2009,A,Atlético Madrid,RW,11',Left-footed shot,Dani Alves
messi,,,,,,,57',Penalty,
messi,,,,,,,79',Right-footed shot,Andrés Iniesta
messi,LaLiga,18,1/11/2009,A,CA Osasuna  ,RW,84',Left-footed shot,Dani Alves
messi,LaLiga,19,1/17/2009,H,Dep. La Coruña  ,RW,21',Left-footed shot,
messi,LaLiga,20,1/24/2009,H,CD Numancia  ,RW,49',Left-footed shot,Dani Alves
messi,,,,,,,76',Right-footed shot,
messi,LaLiga,21,2/1/2009,A,Racing  ,RW,65',Right-footed shot,Xavi
messi,,,,,,,81',Right-footed shot,
messi,LaLiga,25,3/1/2009,A,Atlético Madrid  ,RW,30',Left-footed shot,
messi,Copa del Rey,Semi-Finals,3/4/2009,A,RCD Mallorca,RW,81',Left-footed shot,Gerard Piqué
messi,LaLiga,26,3/7/2009,H,Athletic  ,RW,31',Penalty,
messi,Champions League,last 16,3/11/2009,H,Olympique Lyon,RW,40',Left-footed shot,Samuel Eto'o
messi,LaLiga,28,3/22/2009,H,Málaga CF  ,RW,26',Right-footed shot,Xavi
messi,Champions League,Quarter-Finals,4/8/2009,H,Bayern Munich ,RW,9',Left-footed shot,Samuel Eto'o
messi,,,,,,,38',Right-footed shot,Thierry Henry
messi,LaLiga,31,4/18/2009,A,Getafe  ,RW,18',Left-footed shot,Xavi
messi,LaLiga,33,4/25/2009,A,Valencia  ,RW,23',Left-footed shot,Andrés Iniesta
messi,LaLiga,34,5/2/2009,A,Real Madrid  ,CF,35',Left-footed shot,Xavi
messi,,,,,,,75',Left-footed shot,Xavi
messi,Copa del Rey,Final,5/13/2009,H,Athletic,RW,55',Left-footed shot,Samuel Eto'o
messi,Champions League,Final,5/27/2009,H,Man Utd,CF,70',Header,Xavi
messi,Supercopa,final,8/23/2009,H,Athletic,RW,50',Right-footed shot,Zlatan Ibrahimovic
messi,,,,,,,68',Penalty,
messi,LaLiga,2,9/12/2009,A,Getafe  ,RW,78',Header,Zlatan Ibrahimovic
messi,LaLiga,3,9/19/2009,H,Atlético Madrid  ,RW,15',Left-footed shot,Xavi
messi,,,,,,,90'+3,Right-footed shot,Dani Alves
messi,LaLiga,4,9/22/2009,A,Racing  ,RW,23',Left-footed shot,Xavi
messi,,,,,,,63',Left-footed shot,Xavi
messi,Champions League,Group Stage,9/29/2009,H,Dynamo Kyiv,RW,25',Left-footed shot,Andrés Iniesta
messi,LaLiga,8,10/25/2009,H,Real Zaragoza  ,RW,80',Left-footed shot,Andrés Iniesta
messi,LaLiga,10,11/7/2009,H,RCD Mallorca  ,RW,86',Penalty,
messi,Copa del Rey,5th round,11/10/2009,H,CyD Leonesa,RW,64',Left-footed shot,Pedro
messi,LaLiga,13,12/5/2009,A,Dep. La Coruña  ,RW,26',Left-footed shot,Dani Alves
messi,,,,,,,80',Header,Pedro
messi,Champions League,Group Stage,12/9/2009,A,Dynamo Kyiv,RW,86',Direct free kick,
messi,Club World Cup,Semi-Finals,12/16/2009,A,Atlante,RW,55',Left-footed shot,Zlatan Ibrahimovic
messi,Club World Cup,Final,12/19/2009,A,Estudiantes,RW,110',Chest,Dani Alves
messi,LaLiga,17,1/10/2010,A,CD Tenerife  ,RW,36',Left-footed shot,Bojan Krkic
messi,,,,,,,45',Right-footed shot,Bojan Krkic
messi,,,,,,,75',Left-footed shot,Bojan Krkic
messi,LaLiga,18,1/16/2010,H,Sevilla FC  ,RW,85',Left-footed shot,Dani Alves
messi,,,,,,,90'+1,Left-footed shot,Éric Abidal
messi,LaLiga,19,1/23/2010,A,Real Valladolid  ,RW,54',Left-footed shot,Zlatan Ibrahimovic
messi,LaLiga,21,2/6/2010,H,Getafe  ,RW,7',Left-footed shot,Yaya Touré
messi,LaLiga,24,2/27/2010,H,Málaga CF  ,RW,84',Right-footed shot,Dani Alves
messi,LaLiga,25,3/6/2010,A,UD Almería  ,RW,42',Direct free kick,
messi,,,,,,,66',Left-footed shot,
messi,LaLiga,26,3/14/2010,H,Valencia  ,CF,56',Left-footed shot,Xavi
messi,,,,,,,80',Left-footed shot,Thierry Henry
messi,,,,,,,82',Right-footed shot,Thierry Henry
messi,Champions League,last 16,3/17/2010,H,VfB Stuttgart,RW,13',Left-footed shot,Yaya Touré
messi,,,,,,,56',Left-footed shot,Dani Alves
messi,LaLiga,27,3/21/2010,A,Real Zaragoza  ,RW,4',Header,Pedro
messi,,,,,,,65',Left-footed shot,
messi,,,,,,,78',Left-footed shot,Andrés Iniesta
messi,LaLiga,30,4/3/2010,H,Athletic  ,CF,67',Left-footed shot,Pedro
messi,Champions League,Quarter-Finals,4/6/2010,H,Arsenal,RW,21',Left-footed shot,
messi,,,,,,,37',Right-footed shot,Pedro
messi,,,,,,,42',Left-footed shot,Seydou Keita
messi,,,,,,,88',Left-footed shot,Xavi
messi,LaLiga,31,4/10/2010,A,Real Madrid  ,CF,32',Right-footed shot,Xavi
messi,LaLiga,35,5/1/2010,A,Villarreal  ,RW,18',Left-footed shot,Xavi
messi,,,,,,,87',Left-footed shot,Dani Alves
messi,LaLiga,36,5/4/2010,H,CD Tenerife  ,RW,16',Right-footed shot,
messi,,,,,,,90'+3,Right-footed shot,Dani Alves
messi,LaLiga,37,5/8/2010,A,Sevilla FC  ,RW,5',Left-footed shot,Maxwell
messi,LaLiga,38,5/16/2010,H,Real Valladolid  ,RW,61',Right-footed shot,Yaya Touré
messi,,,,,,,74',Left-footed shot,Yaya Touré
messi,Supercopa,final,8/21/2010,H,Sevilla FC,RW,25',Left-footed shot,Xavi
messi,,,,,,,43',Right-footed shot,Dani Alves
messi,,,,,,,90'+1,Left-footed shot,Andrés Iniesta
messi,LaLiga,1,8/29/2010,A,Racing  ,RW,3',Left-footed shot,Andrés Iniesta
messi,Champions League,Group Stage,9/14/2010,H,Panathinaikos,CF,22',Left-footed shot,Xavi
messi,,,,,,,45',Left-footed shot,Pedro
messi,LaLiga,3,9/19/2010,A,Atlético Madrid  ,CF,12',Left-footed shot,Pedro
messi,LaLiga,6,10/3/2010,H,RCD Mallorca  ,CF,20',Left-footed shot,Pedro
messi,Champions League,Group Stage,10/20/2010,H,FC Copenhagen,CF,18',Left-footed shot,Andrés Iniesta
messi,,,,,,,90'+1,Left-footed shot,Éric Abidal
messi,LaLiga,8,10/23/2010,A,Real Zaragoza  ,CF,41',Left-footed shot,David Villa
messi,,,,,,,65',Left-footed shot,
messi,LaLiga,9,10/30/2010,H,Sevilla FC  ,RW,4',Left-footed shot,
messi,,,,,,,63',Left-footed shot,
messi,Champions League,Group Stage,11/2/2010,A,FC Copenhagen,CF,31',Right-footed shot,
messi,LaLiga,10,11/7/2010,A,Getafe  ,CF,23',Left-footed shot,
messi,Copa del Rey,4th round,11/10/2010,H,AD Ceuta ,RW,67',Left-footed shot,Thiago
messi,LaLiga,11,11/13/2010,H,Villarreal  ,CF,58',Right-footed shot,Pedro
messi,,,,,,,83',Left-footed shot,Pedro
messi,LaLiga,12,11/20/2010,A,UD Almería  ,CF,16',Left-footed shot,David Villa
messi,,,,,,,36',Tap-in,
messi,,,,,,,67',Tap-in,David Villa
messi,Champions League,Group Stage,11/24/2010,A,Panathinaikos,CF,63',Left-footed shot,Adriano
messi,LaLiga,14,12/4/2010,A,CA Osasuna  ,CF,64',Left-footed shot,David Villa
messi,,,,,,,82',Penalty,
messi,LaLiga,15,12/12/2010,H,Real Sociedad  ,CF,46',Left-footed shot,Dani Alves
messi,,,,,,,86',Left-footed shot,Bojan Krkic
messi,LaLiga,18,1/8/2011,A,Dep. La Coruña  ,CF,51',Direct free kick,
messi,Copa del Rey,Quarter-Finals,1/12/2011,H,Real Betis,CF,44',Left-footed shot,Andrés Iniesta
messi,,,,,,,63',Left-footed shot,
messi,,,,,,,73',Left-footed shot,Xavi
messi,Copa del Rey,Quarter-Finals,1/19/2011,A,Real Betis,RW,37',Left-footed shot,Xavi
messi,LaLiga,20,1/22/2011,H,Racing  ,CF,33',Penalty,
messi,Copa del Rey,Semi-Finals,1/26/2011,H,UD Almería,CF,9',Left-footed shot,Pedro
messi,,,,,,,15',Left-footed shot,Andrés Iniesta
messi,LaLiga,21,1/29/2011,A,Hércules CF  ,CF,87',Left-footed shot,Dani Alves
messi,,,,,,,89',Left-footed shot,Dani Alves
messi,LaLiga,22,2/5/2011,H,Atlético Madrid  ,CF,16',Left-footed shot,Dani Alves
messi,,,,,,,28',Left-footed shot,Pedro
messi,,,,,,,78',Left-footed shot,David Villa
messi,LaLiga,24,2/20/2011,H,Athletic  ,CF,78',Right-footed shot,Dani Alves
messi,LaLiga,25,2/26/2011,A,RCD Mallorca  ,CF,38',Header,Seydou Keita
messi,LaLiga,26,3/2/2011,A,Valencia  ,CF,77',Left-footed shot,Adriano
messi,Champions League,last 16,3/8/2011,H,Arsenal,RW,49',Left-footed shot,Andrés Iniesta
messi,,,,,,,72',Penalty,
messi,LaLiga,31,4/9/2011,H,UD Almería  ,CF,52',Penalty,
messi,,,,,,,90'+1,Left-footed shot,Seydou Keita
messi,Champions League,Quarter-Finals,4/12/2011,A,Shakhtar D.,CF,42',Left-footed shot,Dani Alves
messi,LaLiga,32,4/16/2011,A,Real Madrid  ,CF,53',Penalty,
messi,LaLiga,33,4/23/2011,H,CA Osasuna  ,CF,87',Right-footed shot,Dani Alves
messi,Champions League,Semi-Finals,4/27/2011,A,Real Madrid,CF,76',Left-footed shot,Ibrahim Afellay
messi,,,,,,,87',Solo run,Sergio Busquets
messi,Champions League,Final,5/28/2011,H,Man Utd,CF,54',Left-footed shot,Andrés Iniesta
messi,Supercopa,final,8/14/2011,A,Real Madrid,CF,45',Left-footed shot,Thiago
messi,Supercopa,final,8/17/2011,H,Real Madrid,CF,44',Right-footed shot,Gerard Piqué
messi,,,,,,,88',Left-footed shot,Adriano
messi,UEFA Super Cup,Final,8/26/2011,H,FC Porto,CF,39',Left-footed shot,
messi,LaLiga,2,8/29/2011,H,Villarreal  ,CF,51',Right-footed shot,Andrés Iniesta
messi,,,,,,,74',Left-footed shot,Thiago
messi,LaLiga,4,9/17/2011,H,CA Osasuna  ,CF,5',Left-footed shot,Dani Alves
messi,,,,,,,41',Left-footed shot,Cesc Fàbregas
messi,,,,,,,79',Left-footed shot,Cesc Fàbregas
messi,LaLiga,6,9/24/2011,H,Atlético Madrid  ,CF,26',Left-footed shot,Pedro
messi,,,,,,,78',Left-footed shot,Dani Alves
messi,,,,,,,90'+1,Left-footed shot,David Villa
messi,Champions League,Group Stage,9/28/2011,A,BATE Borisov,CF,38',Header,
messi,,,,,,,56',Left-footed shot,Dani Alves
messi,LaLiga,8,10/15/2011,H,Racing  ,CF,11',Right-footed shot,Andrés Iniesta
messi,,,,,,,69',Right-footed shot,
messi,LaLiga,11,10/29/2011,H,RCD Mallorca  ,CF,13',Penalty,
messi,,,,,,,21',Right-footed shot,Adriano
messi,,,,,,,30',Left-footed shot,Dani Alves
messi,Champions League,Group Stage,11/1/2011,A,Viktoria Plzen,CF,24',Penalty,
messi,,,,,,,45'+2,Left-footed shot,Adriano
messi,,,,,,,90'+2,Left-footed shot,Gerard Piqué
messi,LaLiga,12,11/6/2011,A,Athletic  ,CF,90',Left-footed shot,
messi,LaLiga,13,11/19/2011,H,Real Zaragoza  ,CF,43',Right-footed shot,Cesc Fàbregas
messi,Champions League,Group Stage,11/23/2011,A,AC Milan,RW,31',Penalty,
messi,LaLiga,17,11/29/2011,H,Rayo Vallecano  ,CF,49',Left-footed shot,Dani Alves
messi,LaLiga,15,12/3/2011,H,Levante  ,CF,55',Left-footed shot,Dani Alves
messi,Club World Cup,Final,12/18/2011,A,Santos FC,RW,17',Left-footed shot,Xavi
messi,,,,,,,82',Left-footed shot,Dani Alves
messi,Copa del Rey,last 16,1/4/2012,H,CA Osasuna,CF,71',Header,Cesc Fàbregas
messi,,,,,,,90',Left-footed shot,Xavi
messi,LaLiga,19,1/15/2012,H,Real Betis  ,CF,12',Right-footed shot,Alexis Sánchez
messi,,,,,,,86',Penalty,
messi,LaLiga,1,1/22/2012,A,Málaga CF  ,CF,32',Header,Adriano
messi,,,,,,,51',Left-footed shot,Thiago
messi,,,,,,,77',Left-footed shot,Pedro
messi,LaLiga,22,2/4/2012,H,Real Sociedad  ,CF,72',Left-footed shot,Dani Alves
messi,Champions League,last 16,2/14/2012,A,Bay. Leverkusen,CF,88',Left-footed shot,Dani Alves
messi,LaLiga,24,2/19/2012,H,Valencia  ,CF,21',Left-footed shot,
messi,,,,,,,27',Tap-in,
messi,,,,,,,75',Left-footed shot,
messi,,,,,,,84',Left-footed shot,Sergio Busquets
messi,LaLiga,25,2/26/2012,A,Atlético Madrid  ,CF,79',Direct free kick,
messi,Champions League,last 16,3/7/2012,H,Bay. Leverkusen,CF,25',Left-footed shot,Xavi
messi,,,,,,,42',Left-footed shot,Andrés Iniesta
messi,,,,,,,50',Right-footed shot,Cesc Fàbregas
messi,,,,,,,58',Left-footed shot,
messi,,,,,,,85',Left-footed shot,Seydou Keita
messi,LaLiga,27,3/11/2012,A,Racing  ,CF,28',Left-footed shot,Cesc Fàbregas
messi,,,,,,,55',Penalty,
messi,LaLiga,28,3/17/2012,A,Sevilla FC  ,CF,25',Left-footed shot,Andrés Iniesta
messi,LaLiga,29,3/20/2012,H,Granada CF  ,CF,16',Left-footed shot,Isaac Cuenca
messi,,,,,,,66',Left-footed shot,Dani Alves
messi,,,,,,,85',Left-footed shot,Dani Alves
messi,LaLiga,30,3/24/2012,A,RCD Mallorca  ,CF,25',Direct free kick,
messi,LaLiga,31,3/31/2012,H,Athletic  ,CF,57',Penalty,
messi,Champions League,Quarter-Finals,4/3/2012,H,AC Milan,RW,11',Penalty,
messi,,,,,,,42',Penalty,
messi,LaLiga,32,4/7/2012,A,Real Zaragoza  ,CF,39',Left-footed shot,Alexis Sánchez
messi,,,,,,,86',Penalty,
messi,LaLiga,33,4/10/2012,H,Getafe  ,CF,44',Left-footed shot,Andrés Iniesta
messi,LaLiga,34,4/14/2012,A,Levante  ,CF,64',Left-footed shot,Alexis Sánchez
messi,,,,,,,73',Penalty,
messi,LaLiga,36,4/29/2012,A,Rayo Vallecano  ,CF,16',Left-footed shot,Pedro
messi,,,,,,,88',Left-footed shot,Pedro
messi,LaLiga,20,5/2/2012,H,Málaga CF  ,CF,34',Penalty,
messi,,,,,,,60',Penalty,
messi,,,,,,,63',Left-footed shot,Andrés Iniesta
messi,LaLiga,37,5/5/2012,H,Espanyol  ,CF,11',Direct free kick,
messi,,,,,,,63',Penalty,
messi,,,,,,,73',Left-footed shot,Adriano
messi,,,,,,,78',Penalty,
messi,Copa del Rey,Final,5/25/2012,H,Athletic,CF,20',Right-footed shot,Andrés Iniesta
messi,LaLiga,1,8/19/2012,H,Real Sociedad  ,CF,10',Left-footed shot,Pedro
messi,,,,,,,15',Left-footed shot,Cristian Tello
messi,Supercopa,final,8/23/2012,H,Real Madrid,CF,60',Penalty,
messi,LaLiga,2,8/26/2012,A,CA Osasuna  ,CF,74',Left-footed shot,Alexis Sánchez
messi,,,,,,,79',Left-footed shot,Jordi Alba
messi,Supercopa,final,8/29/2012,A,Real Madrid,CF,45',Direct free kick,
messi,LaLiga,4,9/15/2012,A,Getafe  ,CF,74',Penalty,
messi,,,,,,,78',Left-footed shot,Pedro
messi,Champions League,Group Stage,9/19/2012,H,Spartak Moscow,CF,71',Left-footed shot,Cristian Tello
messi,,,,,,,80',Header,Alexis Sánchez
messi,LaLiga,7,10/7/2012,H,Real Madrid  ,CF,31',Left-footed shot,
messi,,,,,,,60',Direct free kick,
messi,LaLiga,8,10/20/2012,A,Dep. La Coruña  ,CF,17',Left-footed shot,Cesc Fàbregas
messi,,,,,,,43',Left-footed shot,Cesc Fàbregas
messi,,,,,,,76',Left-footed shot,Xavi
messi,LaLiga,9,10/27/2012,A,Rayo Vallecano  ,CF,48',Left-footed shot,Martín Montoya
messi,,,,,,,89',Right-footed shot,Cesc Fàbregas
messi,Champions League,Group Stage,11/7/2012,A,Celtic,CF,90'+1,Tap-in,
messi,LaLiga,11,11/11/2012,A,RCD Mallorca  ,CF,43',Left-footed shot,Sergio Busquets
messi,,,,,,,70',Left-footed shot,Alexis Sánchez
messi,LaLiga,12,11/17/2012,H,Real Zaragoza  ,CF,15',Left-footed shot,Jordi Alba
messi,,,,,,,60',Left-footed shot,Martín Montoya
messi,Champions League,Group Stage,11/20/2012,A,Spartak Moscow,CF,27',Right-footed shot,
messi,,,,,,,39',Left-footed shot,Pedro
messi,LaLiga,13,11/25/2012,A,Levante  ,CF,46',Left-footed shot,Andrés Iniesta
messi,,,,,,,51',Left-footed shot,Andrés Iniesta
messi,LaLiga,14,12/1/2012,H,Athletic  ,CF,24',Left-footed shot,Xavi
messi,,,,,,,69',Right-footed shot,Pedro
messi,LaLiga,15,12/9/2012,A,Real Betis  ,CF,16',Left-footed shot,Andrés Iniesta
messi,,,,,,,25',Left-footed shot,Andrés Iniesta
messi,Copa del Rey,last 16,12/12/2012,A,Córdoba CF,CF,10',Left-footed shot,David Villa
messi,,,,,,,73',Left-footed shot,Alexis Sánchez
messi,LaLiga,16,12/16/2012,H,Atlético Madrid  ,CF,58',Left-footed shot,Alexis Sánchez
messi,,,,,,,88',Left-footed shot,
messi,LaLiga,17,12/22/2012,A,Real Valladolid  ,CF,59',Left-footed shot,Xavi
messi,LaLiga,18,1/6/2013,H,Espanyol  ,CF,28',Penalty,
messi,LaLiga,19,1/13/2013,A,Málaga CF  ,CF,26',Right-footed shot,
messi,Copa del Rey,Quarter-Finals,1/16/2013,H,Málaga CF,CF,29',Left-footed shot,
messi,LaLiga,20,1/19/2013,A,Real Sociedad  ,CF,6',Left-footed shot,Andrés Iniesta
messi,Copa del Rey,Quarter-Finals,1/24/2013,A,Málaga CF,CF,79',Header,Dani Alves
messi,LaLiga,21,1/27/2013,H,CA Osasuna  ,CF,11',Right-footed shot,Xavi
messi,,,,,,,28',Penalty,
messi,,,,,,,56',Left-footed shot,David Villa
messi,,,,,,,58',Left-footed shot,Adriano
messi,LaLiga,22,2/3/2013,A,Valencia  ,CF,39',Penalty,
messi,LaLiga,23,2/10/2013,H,Getafe  ,CF,13',Left-footed shot,Thiago
messi,LaLiga,24,2/16/2013,A,Granada CF  ,CF,49',Left-footed shot,
messi,,,,,,,72',Direct free kick,
messi,LaLiga,25,2/23/2013,H,Sevilla FC  ,CF,60',Left-footed shot,Cristian Tello
messi,LaLiga,26,3/2/2013,A,Real Madrid  ,CF,18',Left-footed shot,Dani Alves
messi,LaLiga,27,3/9/2013,H,Dep. La Coruña  ,CF,88',Left-footed shot,Alexis Sánchez
messi,Champions League,last 16,3/12/2013,H,AC Milan,CF,5',Left-footed shot,Xavi
messi,,,,,,,40',Left-footed shot,Andrés Iniesta
messi,LaLiga,28,3/17/2013,H,Rayo Vallecano  ,CF,40',Left-footed shot,David Villa
messi,,,,,,,57',Left-footed shot,David Villa
messi,LaLiga,29,3/30/2013,A,Celta de Vigo  ,CF ,73',Left-footed shot,Cristian Tello
messi,Champions League,Quarter-Finals,4/2/2013,A,Paris SG,CF,38',Left-footed shot,Dani Alves
messi,LaLiga,33,4/27/2013,A,Athletic  ,CF,67',Left-footed shot,Thiago
messi,LaLiga,34,5/5/2013,H,Real Betis  ,CF,60',Direct free kick,
messi,,,,,,,71',Left-footed shot,Alexis Sánchez
messi,LaLiga,1,8/18/2013,H,Levante  ,CF,13',Left-footed shot,Pedro
messi,,,,,,,42',Penalty,
messi,LaLiga,3,9/1/2013,A,Valencia  ,CF,11',Left-footed shot,Cesc Fàbregas
messi,,,,,,,39',Right-footed shot,Cesc Fàbregas
messi,,,,,,,41',Left-footed shot,Neymar
messi,LaLiga,4,9/14/2013,H,Sevilla FC  ,CF,75',Left-footed shot,Neymar
messi,Champions League,Group Stage,9/18/2013,H,Ajax,CF,22',Direct free kick,
messi,,,,,,,55',Left-footed shot,Sergio Busquets
messi,,,,,,,75',Left-footed shot,Xavi
messi,LaLiga,6,9/24/2013,H,Real Sociedad  ,CF,8',Header,Neymar
messi,LaLiga,7,9/28/2013,A,UD Almería  ,CF,21',Left-footed shot,Pedro
messi,Champions League,Group Stage,10/22/2013,A,AC Milan,CF,23',Left-footed shot,Andrés Iniesta
messi,Champions League,Group Stage,11/6/2013,H,AC Milan,CF,30',Penalty,
messi,,,,,,,83',Left-footed shot,Cesc Fàbregas
messi,Copa del Rey,last 16,1/8/2014,H,Getafe,CF,90',Left-footed shot,Martín Montoya
messi,,,,,,,90'+2,Left-footed shot,Alex Song
messi,Copa del Rey,last 16,1/16/2014,A,Getafe,CF,43',Right-footed shot,Cristian Tello
messi,,,,,,,63',Left-footed shot,
messi,LaLiga,22,2/1/2014,H,Valencia  ,CF,54',Penalty,
messi,LaLiga,23,2/9/2014,A,Sevilla FC  ,CF,44',Left-footed shot,Pedro
messi,,,,,,,56',Left-footed shot,Andrés Iniesta
messi,Copa del Rey,Semi-Finals,2/12/2014,A,Real Sociedad,CF,26',Solo run,
messi,LaLiga,24,2/15/2014,H,Rayo Vallecano  ,CF,36',Left-footed shot,Cesc Fàbregas
messi,,,,,,,68',Left-footed shot,Alexis Sánchez
messi,Champions League,last 16,2/18/2014,A,Man City,CF,54',Penalty,
messi,LaLiga,25,2/22/2014,A,Real Sociedad  ,CF,36',Left-footed shot,Martín Montoya
messi,LaLiga,26,3/2/2014,H,UD Almería  ,CF,24',Direct free kick,
messi,Champions League,last 16,3/12/2014,H,Man City,CF,67',Left-footed shot,
messi,LaLiga,28,3/16/2014,H,CA Osasuna  ,CF,18',Left-footed shot,Alexis Sánchez
messi,,,,,,,63',Left-footed shot,Andrés Iniesta
messi,,,,,,,88',Right-footed shot,Dani Alves
messi,LaLiga,29,3/23/2014,A,Real Madrid  ,CF,42',Left-footed shot,Neymar
messi,,,,,,,65',Penalty,
messi,,,,,,,84',Penalty,
messi,LaLiga,30,3/26/2014,H,Celta de Vigo  ,CF,30',Right-footed shot,Andrés Iniesta
messi,LaLiga,31,3/29/2014,A,Espanyol  ,CF,77',Penalty,
messi,LaLiga,32,4/5/2014,H,Real Betis  ,CF,15',Penalty,
messi,,,,,,,86',Penalty rebound,Antonio Amaya
messi,LaLiga,34,4/20/2014,H,Athletic  ,CF,74',Direct free kick,
messi,LaLiga,35,4/27/2014,A,Villarreal  ,CF,83',Right-footed shot,Cesc Fàbregas
messi,LaLiga,36,5/3/2014,H,Getafe  ,CF,23',Left-footed shot,Dani Alves
messi,LaLiga,1,8/24/2014,H,Elche CF  ,CF,42',Left-footed shot,Sergio Busquets
messi,,,,,,,64',Left-footed shot,
messi,LaLiga,4,9/21/2014,A,Levante  ,CF,77',Right-footed shot,
messi,LaLiga,6,9/27/2014,H,Granada CF  ,CF,62',Header,Dani Alves
messi,,,,,,,82',Right-footed shot,
messi,Champions League,Group Stage,9/30/2014,A,Paris SG,RW,12',Left-footed shot,Andrés Iniesta
messi,LaLiga,7,10/4/2014,A,Rayo Vallecano  ,CF,35',Left-footed shot,Gerard Piqué
messi,LaLiga,8,10/18/2014,H,SD Eibar  ,CF,74',Left-footed shot,Neymar
messi,Champions League,Group Stage,10/21/2014,H,Ajax,CF,24',Left-footed shot,Andrés Iniesta
messi,Champions League,Group Stage,11/5/2014,A,Ajax,RW,36',Header,Marc Bartra
messi,,,,,,,76',Left-footed shot,Pedro
messi,LaLiga,12,11/22/2014,H,Sevilla FC  ,RW,21',Direct free kick,
messi,,,,,,,73',Tap-in,Neymar
messi,,,,,,,78',Left-footed shot,Neymar
messi,Champions League,Group Stage,11/25/2014,A,APOEL Nicosia,CF ,38',Right-footed shot,Rafinha
messi,,,,,,,58',Right-footed shot,Dani Alves
messi,,,,,,,87',Right-footed shot,Pedro
messi,LaLiga,14,12/7/2014,H,Espanyol  ,RW,45'+1,Left-footed shot,Xavi
messi,,,,,,,50',Right-footed shot,Luis Suárez
messi,,,,,,,81',Right-footed shot,Pedro
messi,Champions League,Group Stage,12/10/2014,H,Paris SG,AM,19',Right-footed shot,Luis Suárez
messi,LaLiga,16,12/20/2014,H,Córdoba CF  ,RW,82',Right-footed shot,
messi,,,,,,,90',Right-footed shot,
